,id,timestamp,pmv,ppd,co2,pm25,pm10,temp,hr,voc,co,no2,c2h5ch,idnodo,temp(K),pm25-clasificacion,13.0,14.0,15.0,16.0,17.0,18.0,disconformidad-19%,disconformidad-20%,disconformidad-21%,disconformidad-22%
10,5644088,2022-06-30 14:51:00,0.88,21.0,1.0,4.3,7.9,27.3,49.7,0.9523809523809523,0.8502415458937199,0.9019607843137255,0.9210526315789473,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
11,5644068,2022-06-30 14:50:00,0.88,21.0,1.0,3.8,7.0,27.3,50.1,0.9523809523809523,0.8502415458937199,0.8823529411764706,0.9210526315789473,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
12,5644048,2022-06-30 14:49:00,0.88,21.0,1.0,4.2,8.9,27.3,49.8,0.9523809523809523,0.855072463768116,0.9019607843137255,0.9122807017543859,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
13,5644028,2022-06-30 14:48:00,0.88,21.0,1.0,0.0,-1.0,27.3,49.8,0.9523809523809523,0.8454106280193238,0.9019607843137255,0.9122807017543859,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
14,5644008,2022-06-30 14:47:00,0.88,21.0,1.0,3.8,8.4,27.3,50.0,1.0,0.855072463768116,0.9019607843137255,0.9210526315789473,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
15,5643988,2022-06-30 14:46:00,0.85,20.0,1.0,4.3,8.7,27.2,49.7,0.9523809523809523,0.8647342995169083,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
16,5643968,2022-06-30 14:45:00,0.88,21.0,1.0,3.8,7.4,27.3,50.0,1.0,0.855072463768116,0.8823529411764706,0.9210526315789473,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
17,5643948,2022-06-30 14:44:00,0.85,20.0,1.0,3.8,7.2,27.2,49.8,0.9523809523809523,0.8599033816425121,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
18,5643928,2022-06-30 14:43:00,0.85,20.0,1.0,3.7,7.7,27.2,49.7,0.9523809523809523,0.855072463768116,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
19,5643907,2022-06-30 14:42:00,0.88,21.0,1.0,4.1,10.0,27.3,49.8,0.9523809523809523,0.8454106280193238,0.9019607843137255,0.9210526315789473,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
20,5643887,2022-06-30 14:41:00,0.85,20.0,1.0,3.7,9.2,27.2,49.7,0.9523809523809523,0.8454106280193238,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
21,5643867,2022-06-30 14:40:00,0.85,20.0,1.0,3.7,8.0,27.2,50.1,0.9523809523809523,0.8502415458937199,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
22,5643847,2022-06-30 14:39:00,0.85,20.0,1.0,3.3,5.4,27.2,50.0,0.9523809523809523,0.8599033816425121,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
23,5643827,2022-06-30 14:38:00,0.85,20.0,1.0,2.9,4.6,27.2,50.0,0.9523809523809523,0.8599033816425121,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
24,5643807,2022-06-30 14:37:00,0.85,20.0,1.0,3.1,5.4,27.2,50.1,0.9523809523809523,0.8599033816425121,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
25,5643787,2022-06-30 14:36:00,0.85,20.0,1.0,3.0,8.3,27.2,50.4,0.9523809523809523,0.8599033816425121,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
26,5643767,2022-06-30 14:35:00,0.85,20.0,1.0,3.0,4.0,27.2,49.9,1.0,0.8647342995169083,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
27,5643747,2022-06-30 14:34:00,0.85,20.0,1.0,2.9,4.0,27.2,49.9,1.0,0.8599033816425121,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
28,5643727,2022-06-30 14:33:00,0.85,20.0,1.0,3.0,4.5,27.2,49.9,1.0,0.8599033816425121,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
29,5643707,2022-06-30 14:32:00,0.85,20.0,1.0,2.8,4.0,27.2,50.1,1.0,0.8647342995169083,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
30,5643687,2022-06-30 14:31:00,0.85,20.0,1.0,0.0,-1.0,27.2,49.9,1.0,0.8743961352657006,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
31,5643667,2022-06-30 14:30:00,0.88,21.0,1.0,0.0,-1.0,27.3,50.2,1.0,0.8695652173913044,0.9019607843137255,0.9122807017543859,fdba37,300.45,Bajo,0,0,0,0,0,0,0,0,1,0
32,5643647,2022-06-30 14:28:00,0.85,20.0,1.0,2.7,3.6,27.2,49.8,0.9523809523809523,0.8743961352657006,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
33,5643627,2022-06-30 14:27:00,0.85,20.0,1.0,2.7,4.9,27.2,49.9,0.9523809523809523,0.8695652173913044,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
34,5643607,2022-06-30 14:26:00,0.85,20.0,1.0,2.9,4.0,27.2,49.9,1.0,0.8743961352657006,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
35,5643587,2022-06-30 14:25:00,0.85,20.0,1.0,3.0,6.3,27.2,50.1,1.0,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
36,5643567,2022-06-30 14:24:00,0.85,20.0,1.0,2.8,4.5,27.2,50.0,1.0,0.8840579710144929,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
37,5643547,2022-06-30 14:23:00,0.85,20.0,1.0,0.0,-1.0,27.2,49.9,1.0,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
38,5643527,2022-06-30 14:22:00,0.85,20.0,1.0,3.2,4.6,27.2,49.8,1.0,0.8792270531400967,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
39,5643507,2022-06-30 14:21:00,0.85,20.0,1.0,2.9,4.5,27.2,49.9,0.9523809523809523,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
40,5643487,2022-06-30 14:20:00,0.85,20.0,1.0,3.0,5.0,27.2,49.9,1.0,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
41,5643467,2022-06-30 14:19:00,0.85,20.0,1.0,2.8,6.1,27.2,49.7,1.0,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
42,5643447,2022-06-30 14:18:00,0.85,20.0,1.0,3.0,6.3,27.2,49.8,1.0,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
43,5643427,2022-06-30 14:17:00,0.85,20.0,1.0,3.1,5.0,27.2,49.7,0.9523809523809523,0.8695652173913044,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
44,5643407,2022-06-30 14:16:00,0.85,20.0,1.0,3.0,7.6,27.2,49.7,0.9523809523809523,0.8695652173913044,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
45,5643387,2022-06-30 14:15:00,0.85,20.0,1.0,3.0,5.1,27.2,49.7,0.9523809523809523,0.8695652173913044,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
46,5643367,2022-06-30 14:14:00,0.85,20.0,1.0,3.1,6.0,27.2,49.8,1.0,0.8695652173913044,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
47,5643347,2022-06-30 14:13:00,0.85,20.0,1.0,3.1,7.3,27.2,49.7,1.0,0.8647342995169083,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
48,5643327,2022-06-30 14:12:00,0.85,20.0,1.0,2.8,5.0,27.2,50.0,1.0,0.8647342995169083,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
49,5643307,2022-06-30 14:11:00,0.85,20.0,1.0,3.4,6.3,27.2,50.0,1.0,0.8647342995169083,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
50,5643287,2022-06-30 14:10:00,0.85,20.0,1.0,3.1,6.2,27.2,49.8,1.0,0.8743961352657006,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
51,5643267,2022-06-30 14:09:00,0.85,20.0,1.0,3.2,5.8,27.2,50.2,1.0,0.8743961352657006,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
52,5643247,2022-06-30 14:08:00,0.85,20.0,1.0,3.2,6.4,27.2,50.3,1.0,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
53,5643227,2022-06-30 14:07:00,0.85,20.0,1.0,0.0,-1.0,27.2,50.3,1.0,0.8792270531400967,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
54,5643207,2022-06-30 14:06:00,0.85,20.0,1.0,0.0,-1.0,27.2,50.3,0.9523809523809523,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
55,5643187,2022-06-30 14:04:00,0.85,20.0,1.0,3.5,5.8,27.2,49.9,0.9523809523809523,0.8743961352657006,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
56,5643167,2022-06-30 14:03:00,0.85,20.0,1.0,3.3,7.0,27.2,50.2,1.0,0.8743961352657006,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
57,5643147,2022-06-30 14:02:00,0.85,20.0,1.0,3.3,5.9,27.2,50.1,0.9523809523809523,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
58,5643127,2022-06-30 14:01:00,0.85,20.0,1.0,3.3,8.3,27.2,50.1,0.9523809523809523,0.8647342995169083,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
59,5643107,2022-06-30 14:00:00,0.85,20.0,1.0,3.1,7.0,27.2,50.3,1.0,0.8695652173913044,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
60,5643087,2022-06-30 13:59:00,0.85,20.0,1.0,0.0,-1.0,27.2,50.3,1.0,0.888888888888889,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
61,5643067,2022-06-30 13:58:00,0.85,20.0,1.0,3.3,8.8,27.2,50.0,1.0,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
62,5643047,2022-06-30 13:57:00,0.85,20.0,1.0,3.1,6.5,27.2,50.1,1.0,0.8743961352657006,0.9019607843137255,0.9210526315789473,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
63,5643027,2022-06-30 13:56:00,0.85,20.0,1.0,3.4,5.6,27.2,50.2,1.0,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
64,5643007,2022-06-30 13:55:00,0.85,20.0,1.0,3.0,6.0,27.2,50.1,1.0,0.888888888888889,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
65,5642987,2022-06-30 13:54:00,0.85,20.0,1.0,2.6,3.5,27.2,50.2,1.0,0.8792270531400967,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
66,5642967,2022-06-30 13:53:00,0.85,20.0,1.0,3.5,7.6,27.2,49.9,1.0,0.8743961352657006,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
67,5642947,2022-06-30 13:52:00,0.85,20.0,1.0,3.3,5.3,27.2,50.1,1.0,0.8792270531400967,0.9215686274509803,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
68,5642927,2022-06-30 13:51:00,0.85,20.0,1.0,3.3,5.1,27.2,50.2,0.9523809523809523,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
69,5642907,2022-06-30 13:50:00,0.85,20.0,1.0,3.0,4.3,27.2,50.1,1.0,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
70,5642887,2022-06-30 13:49:00,0.85,20.0,1.0,2.9,5.4,27.2,49.9,0.9523809523809523,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
71,5642867,2022-06-30 13:48:00,0.85,20.0,1.0,2.6,2.8,27.2,49.9,0.9523809523809523,0.8743961352657006,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
72,5642847,2022-06-30 13:47:00,0.85,20.0,1.0,3.1,4.5,27.2,50.0,0.9523809523809523,0.8840579710144929,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
73,5642827,2022-06-30 13:46:00,0.85,20.0,1.0,3.0,5.0,27.2,49.9,1.0,0.888888888888889,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
74,5642807,2022-06-30 13:45:00,0.85,20.0,1.0,3.2,6.7,27.2,50.1,1.0,0.8985507246376813,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
75,5642787,2022-06-30 13:44:00,0.85,20.0,1.0,2.8,5.7,27.2,49.9,1.0,0.9082125603864735,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
76,5642766,2022-06-30 13:43:00,0.85,20.0,1.0,0.0,-1.0,27.2,49.9,0.9523809523809523,0.9130434782608696,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
77,5642746,2022-06-30 13:42:00,0.85,20.0,1.0,0.0,-1.0,27.2,50.4,1.0,0.9178743961352658,0.9019607843137255,0.9122807017543859,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
78,5642726,2022-06-30 13:40:00,0.85,20.0,1.0,3.0,4.6,27.2,50.1,1.0,0.9178743961352658,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
79,5642706,2022-06-30 13:39:00,0.85,20.0,1.0,2.8,7.4,27.2,50.0,0.9523809523809523,0.9082125603864735,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
80,5642686,2022-06-30 13:38:00,0.82,19.0,1.0,3.0,4.7,27.1,50.3,1.0,0.9082125603864735,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
81,5642666,2022-06-30 13:37:00,0.82,19.0,1.0,2.8,4.2,27.1,50.0,1.0,0.927536231884058,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
82,5642646,2022-06-30 13:36:00,0.82,19.0,1.0,2.6,4.0,27.1,50.1,0.9523809523809523,0.927536231884058,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
83,5642626,2022-06-30 13:35:00,0.82,19.0,1.0,0.0,-1.0,27.1,50.0,0.9523809523809523,0.9227053140096618,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
84,5642606,2022-06-30 13:34:00,0.82,19.0,1.0,2.5,3.6,27.1,49.8,1.0,0.927536231884058,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
85,5642586,2022-06-30 13:33:00,0.82,19.0,1.0,2.3,2.7,27.1,49.9,0.9523809523809523,0.9130434782608696,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
86,5642566,2022-06-30 13:32:00,0.85,20.0,1.0,2.3,3.3,27.2,49.8,0.9523809523809523,0.9130434782608696,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
87,5642546,2022-06-30 13:31:00,0.85,20.0,1.0,2.6,4.6,27.2,50.1,1.0,0.9033816425120774,0.8823529411764706,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
88,5642526,2022-06-30 13:30:00,0.85,20.0,1.0,2.4,3.8,27.2,50.1,0.9523809523809523,0.9033816425120774,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
89,5642506,2022-06-30 13:29:00,0.82,19.0,1.0,2.5,5.6,27.1,49.9,0.9523809523809523,0.8985507246376813,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
90,5642486,2022-06-30 13:28:00,0.85,20.0,1.0,2.3,3.6,27.2,50.0,0.9523809523809523,0.9033816425120774,0.9019607843137255,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
91,5642466,2022-06-30 13:27:00,0.82,19.0,1.0,2.5,3.3,27.1,49.8,0.9523809523809523,0.9082125603864735,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
92,5642446,2022-06-30 13:26:00,0.82,19.0,1.0,2.5,5.5,27.1,50.0,1.0,0.9082125603864735,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
93,5642426,2022-06-30 13:25:00,0.82,19.0,1.0,2.6,9.8,27.1,49.8,1.0,0.9130434782608696,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
94,5642406,2022-06-30 13:24:00,0.85,20.0,1.0,2.3,4.3,27.2,49.8,0.9523809523809523,0.9082125603864735,0.8823529411764706,0.9035087719298246,fdba37,300.34999999999997,Bajo,0,0,0,0,0,0,0,1,0,0
95,5642386,2022-06-30 13:23:00,0.82,19.0,1.0,2.6,3.9,27.1,49.9,0.9523809523809523,0.9130434782608696,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
96,5642366,2022-06-30 13:22:00,0.82,19.0,1.0,2.6,4.9,27.1,49.8,0.9523809523809523,0.9227053140096618,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
97,5642346,2022-06-30 13:21:00,0.82,19.0,1.0,2.3,2.7,27.1,50.1,0.9523809523809523,0.9178743961352658,0.9019607843137255,0.8947368421052632,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
98,5642326,2022-06-30 13:20:00,0.82,19.0,1.0,2.4,3.6,27.1,49.9,0.9523809523809523,0.9227053140096618,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
99,5642306,2022-06-30 13:19:00,0.82,19.0,1.0,0.0,-1.0,27.1,49.9,0.9523809523809523,0.9178743961352658,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
100,5642286,2022-06-30 13:18:00,0.82,19.0,1.0,0.0,-1.0,27.1,49.8,0.9523809523809523,0.9227053140096618,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
101,5642266,2022-06-30 13:16:00,0.82,19.0,1.0,2.5,4.7,27.1,49.7,0.9523809523809523,0.927536231884058,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
102,5642245,2022-06-30 13:15:00,0.82,19.0,1.0,2.4,4.2,27.1,49.8,0.9523809523809523,0.9420289855072465,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
103,5642225,2022-06-30 13:14:00,0.82,19.0,1.0,2.5,4.5,27.1,49.7,1.0,0.9178743961352658,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
104,5642205,2022-06-30 13:13:00,0.82,19.0,1.0,2.4,3.5,27.1,49.8,0.9523809523809523,0.9130434782608696,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
105,5642185,2022-06-30 13:12:00,0.82,19.0,1.0,2.5,6.2,27.1,49.8,1.0,0.9082125603864735,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
106,5642165,2022-06-30 13:11:00,0.82,19.0,1.0,0.0,-1.0,27.1,49.8,0.9523809523809523,0.8937198067632851,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
107,5642145,2022-06-30 13:10:00,0.82,19.0,1.0,2.5,5.1,27.1,49.6,0.9523809523809523,0.8985507246376813,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
108,5642125,2022-06-30 13:09:00,0.82,19.0,1.0,2.6,4.1,27.1,49.8,0.9523809523809523,0.8937198067632851,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
109,5642105,2022-06-30 13:08:00,0.82,19.0,1.0,2.6,5.3,27.1,49.9,0.9523809523809523,0.8985507246376813,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
110,5642085,2022-06-30 13:07:00,0.82,19.0,1.0,2.6,6.1,27.1,49.8,0.9523809523809523,0.9033816425120774,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
111,5642065,2022-06-30 13:06:00,0.82,19.0,1.0,2.7,3.7,27.1,49.9,0.9523809523809523,0.8840579710144929,0.9019607843137255,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
112,5642045,2022-06-30 13:05:00,0.82,19.0,1.0,2.9,6.5,27.1,49.9,0.9523809523809523,0.8792270531400967,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
113,5642025,2022-06-30 13:04:00,0.82,19.0,1.0,2.5,3.1,27.1,49.8,0.9523809523809523,0.8743961352657006,0.8823529411764706,0.8947368421052632,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
114,5642005,2022-06-30 13:03:00,0.82,19.0,1.0,3.0,6.4,27.1,49.7,0.9523809523809523,0.8743961352657006,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
115,5641985,2022-06-30 13:02:00,0.82,19.0,1.0,2.5,5.0,27.1,49.7,0.9523809523809523,0.8743961352657006,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
116,5641965,2022-06-30 13:01:00,0.82,19.0,1.0,2.5,5.1,27.1,49.6,0.9523809523809523,0.8695652173913044,0.8823529411764706,0.9035087719298246,fdba37,300.25,Bajo,0,0,0,0,0,0,1,0,0,0
